ID,English,German,Spanish,French,Italian,Korean,Polish,Portuguese,Russian,Slovak,Turkish,ChineseSimplified,Ukrainian,Japanese
Map038_EV005_Page1_1_ShowText,"ป้ายบอกทางไปบ้าน 
ชี้ไปอีกทางหนึ่ง","""Das Schild zum Haus zeigt
in die andere Richtung.""","La señal de la casa indica 
hacia el otro lado. ",La pancarte indique que la maison est de l’autre côté.,"Il cartello dice che la casa 
è dall'altra parte. ","""표지판에는 집으로 가는 방향이
다른 쪽으로 나와있어."" ","""Według znaku dom jest w przeciwnym kierunku."" ","""A placa indicando a casa aponta 
para o outro lado.""","На знаке написано, что дом 
в другой стороне.","""Ceduľa k domu ukazuje
na druhú stranu. ""","""Evi gösteren levha
diğer yönü gösteriyordu.""","“到那座房子的路标指向
  另一个方向。” ","Табличка вказує, що до 
будинку — в інший бік.","クライアントの家はそっちじゃないわよ。
\\.\\.案内板に書いてあったでしょ？"
Map038_EV005_Page1_1_ShowText_NameBox,ดอกเตอร์โรสลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map038_EV005_Page1_2_ShowText,"ป้ายบอกทางไปบ้าน 
ชี้ไปอีกทางหนึ่ง","""Das Schild zum Haus zeigt
in die andere Richtung.""","La señal de la casa indica 
hacia el otro lado. ",La pancarte indique que la maison est de l’autre côté.,"Il cartello dice che la casa 
è dall'altra parte. ","""표지판에는 집으로 가는 방향이
다른 쪽으로 나와있어."" ","""Według znaku dom jest w przeciwnym kierunku."" ","""A placa indicando a casa aponta 
para o outro lado.""","На знаке написано, что дом 
в другой стороне.","""Ceduľa k domu ukazuje
na druhú stranu. ""","""Evi gösteren levha
diğer yönü gösteriyordu.""","“到那座房子的路标指向
  另一个方向。” ","Табличка вказує, що до 
будинку — в інший бік.","クライアントの家はそっちじゃないわよ。
\\.\\.案内板に書いてあったでしょ？"
Map038_EV005_Page1_2_ShowText_NameBox,ดอกเตอร์โรสลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map038_EV005_Page1_3_ShowText,โอ้ \\.\\.ช่างใจดีเหลือเกินที่มีป้ายนี้อยู่,"""Oh, \\.\\.wie nett von ihm, zu existieren.""","Oh, \\.\\.¡qué conveniente su existencia!","Oh, \\.\\.c’est très gentil à elle d’exister.","Oh! Grazie di esistere, signor cartello.","""와, \\.\\.이런 게 있다니 친절하기도 하셔라.""","""Och, \\.\\.jak miło, że mają znak.""","""Ah, \\.\\.que bom que você existe.""","Ох, \\.\\.как хорошо что он есть.","Oh, \\.\\.aké milé, že existuje.","Ah, \\.\\.levhanın olması ne kadar da güzel.",“哦，\\.\\.有路标真好啊。”,"Ой, \\.\\.як добре, що вона є.","そりゃ助かった。\\.\\.
危うく迷子になるとこだったよ。"
Map038_EV005_Page1_3_ShowText_NameBox,ดอกเตอร์วัตส์,Dr. Watts,Dr. Watts,Dr Watts,Dott. Watts,와츠 박사,Dr Watts,Dr. Watts,Д-р Уоттс,Dr. Watts,Dr. Watts,Dr. Watts,Д-р Воттс,ドクター・ワッツ
Map038_EV005_Page1_4_ShowText,ป้ายชี้ไปอีกทาง,"""Das Schild zeigt in die andere Richtung.""",La señal indica hacia el otro lado.,La pancarte indique l’autre direction.,Il cartello dice di andare dall'altra parte.,"""표지판은 다른 쪽을 가리키고 있어.""","""Znak pokazuje w drugą stronę.""","""A placa aponta para o outro lado.""",Знак указывает в другую сторону.,Ceduľa ukazuje na druhú stranu.,Levha diğer yönü gösteriyordu.,“路标指向另一个方向。” ,Табличка вказує на інший шлях.,"そっちじゃないわよ。
\\.\\.案内板、見たでしょ？"
Map038_EV005_Page1_4_ShowText_NameBox,ดอกเตอร์โรสลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map038_EV005_Page1_5_ShowText,"ป้ายบอกทางไปบ้าน 
ชี้ไปอีกทางหนึ่ง","""Das Schild zum Haus zeigt
in die andere Richtung.""","La señal de la casa indica 
hacia el otro lado. ",La pancarte indique que la maison est de l’autre côté.,"Il cartello dice che la casa 
è dall'altra parte. ","""표지판에는 집으로 가는 방향이
다른 쪽으로 나와있어."" ","""Według znaku dom jest w przeciwnym kierunku."" ","""A placa indicando a casa aponta 
para o outro lado.""","На знаке написано, что дом 
в другой стороне.","""Ceduľa k domu ukazuje
na druhú stranu. ""","""Evi gösteren levha
diğer yönü gösteriyordu.""","“到那座房子的路标指向
  另一个方向。” ","Табличка вказує, що до 
будинку — в інший бік.","クライアントの家はそっちじゃないわよ。
\\.\\.案内板に書いてあったでしょ？"
Map038_EV005_Page1_5_ShowText_NameBox,ดอกเตอร์โรสลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map038_EV005_Page1_6_ShowText,โอ้ \\.\\.ช่างใจดีเหลือเกินที่มีป้ายนี้อยู่,"""Oh, \\.\\.wie nett von ihm, zu existieren.""","Oh, \\.\\.¡qué conveniente su existencia!","Oh, \\.\\.c’est très gentil à elle d’exister.","Oh! Grazie di esistere, signor cartello.","""와, \\.\\.이런 게 있다니 친절하기도 하셔라.""","""Och, \\.\\.jak miło, że mają znak.""","""Ah, \\.\\.que bom que você existe.""","Ох, \\.\\.как хорошо что он есть.","Oh, \\.\\.aké milé, že existuje.","Ah, \\.\\.levhanın olması ne kadar da güzel.",“哦，\\.\\.有路标真好啊。”,"Ой, \\.\\.як добре, що вона є.","そりゃ助かった。\\.\\.
危うく迷子になるとこだったよ。"
Map038_EV005_Page1_6_ShowText_NameBox,ดร. วัตต์,Dr. Watts,Dr. Watts,Dr Watts,Dott. Watts,와츠 박사,Dr Watts,Dr. Watts,Д-р Уоттс,Dr. Watts,Dr. Watts,Dr. Watts,Д-р Воттс,ドクター・ワッツ
Map038_EV005_Page1_7_ShowText,อย่าลืมอุปกรณ์นะ,"""Vergiss die Ausrüstung nicht.""",No te olvides el equipo.,N’oublie pas le matériel.,Non dimenticarti dell'attrezzatura.,"""장비 까먹지 마.""","""Nie zapomnij o sprzęcie.""","""Não esqueça o nosso equipamento.""",Не забудь оборудование.,Nezabudni na prístroj.,Malzemeleri unutma.,“别忘了仪器。”,Не забудь обладнання.,機材を忘れてるわよ。
Map038_EV005_Page1_7_ShowText_NameBox,ดร. โรสลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map038_EV005_Page1_8_ShowText,เฮ้ \\.อุปกรณ์ยังอยู่ในรถนะ,"""Hey, \\.die Ausrüstung ist noch im Wagen.""","Hey, \\.el equipo aún está en el coche.","Hé, \\.le matériel est toujours dans la voiture.","Ehi, l'attrezzatura è ancora in macchina.","""야, \\.장비 차에 있으니까 챙겨.""","""Hej, \\.sprzęt nadal jest w samochodzie.""","""Ei, \\.nosso equipamento ainda está no carro.""","Эй, \\.оборудование ещё в машине.","Hej, \\.prístroj je stále v aute.","Hey, \\.malzemeler hala arabada.",“嘿，\\.仪器还在车里。”,"Агов, \\.обладнання все ще в авто.",ちょっと。\\.\\.機材がまだ車の中よ。
Map038_EV005_Page1_8_ShowText_NameBox,ดร. โรสลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map038_EV005_Page1_9_ShowText,ฉันต้องไปเอาสัตว์ที่ตายบนถนนก่อน,"( Ich muss erst noch etwas von
dem überfahrenen Tier holen. )",( Primero debo recoger el animal muerto. ),(Je vais prendre un morceau de cet animal d’abord.),"( Devo raccogliere un campione dell'animale, 
prima. )",( 우선 죽은 다람쥐 시체를 확보해야겠지. ),( Muszę najpierw zebrać trochę tej padliny. ),( Preciso pegar o esquilo primeiro. ),( Сперва нужно взять кусочек сбитой белки. ),( Musím najprv zobrať trochu mrciny. ),( Önce şu leşten bir parça almalıyım. ),（ 我必须先拿到路毙的动物。）,( Спершу потрібно взяти залишки білки. ),（死骸を回収しないと）
Map038_EV005_Page1_9_ShowText_NameBox,ดร. โรสลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map038_EV005_Page1_10_ShowText,เฮ้ เดี๋ยว \\.อย่าลืมรถสิ!,"""Hey, warte mal, \\.was ist mit dem Auto?""","¡Hey espera, \\.no te olvides del coche!","Hé, attends, \\.n’oublie pas la voiture !","Calma, non scordarti dell'auto!","""잠깐, \\.자동차!""","""Ej, czekaj, \\.nie zapomnij o samochodzie!""","""Espera aí, \\.não se esqueça do carro!""","Эй, погоди, \\.не забудь закрыть машину!","Hej počkaj, \\.nezabudni na auto!","Hey bekle, \\.arabayı unutma!",“喂，等等，\\.别忘了车！”,"Стривай, \\.не забудь про авто!",（まずは、死骸を回収しないと）
Map038_EV005_Page1_10_ShowText_NameBox,ดร. วัตต์,Dr. Watts,Dr. Watts,Dr Watts,Dott. Watts,와츠 박사,Dr Watts,Dr. Watts,Д-р Уоттс,Dr. Watts,Dr. Watts,Dr. Watts,Д-р Воттс,ロザリーン博士
Map038_EV005_Page1_11_ShowText,แค่อยากดูว่าคุณจะจำได้รึเปล่า,"""Ich wollte nur sichergehen, dass du es nicht vergisst.""",Sólo quería ver si te acordabas.,Je voulais juste voir si tu t’en rappellerais.,Ti stavo solo mettendo alla prova.,"""네가 제대로 기억하고 있는 지 확인하고 싶었어.""","""Sprawdzałam, czy nie straciłeś czujności.""","""Era um teste para ver se você se lembraria.""","Просто хотела проверить, не забудешь ли ты.","Len som chcela vidieť, či si spomenieš.",Yalnızca hatırlayıp hatırlamayacağını merak ettim.,“我只是想看看你能不能记得住。”,"Я просто перевіряла, чи ти пам’ятаєш.","待って。\\.\\.
車、ロックしなくていいの？"
Map038_EV005_Page1_11_ShowText_NameBox,ดอกเตอร์โรสลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ワッツ
Map038_EV005_Page1_12_ShowText,ใจดีจังนะคุณ,""". . . Wie du immer an mich denkst.""",Es todo un detalle por tu parte.,... C’est très aimable de ta part.,. . . Molto premuroso.,""". . . 섬세하기도 하셔라.""",""". . . Dzięki za troskę.""",""". . . Agradeço a consideração.""",. . . Как ты всё продумала.,. . . To bolo od teba chytré.,. . . Ne kadar düşüncelisin.,“……你想得可真周到啊。”,… Як завбачливо з твого боку.,"あなたにしては、
よく気がつくじゃない。"
Map038_EV005_Page1_12_ShowText_NameBox,ดอกเตอร์วัตส์,Dr. Watts,Dr. Watts,Dr Watts,Dott. Watts,와츠 박사,Dr Watts,Dr. Watts,Д-р Уоттс,Dr. Watts,Dr. Watts,Dr. Watts,Д-р Воттс,ドクター・ロザリーン
Map038_EV005_Page1_13_ShowText,อย่าลืมอุปกรณ์นะ,"""Vergiss die Ausrüstung nicht.""",No te olvides del equipo.,N’oublie pas le matériel.,Non dimenticarti dell'attrezzatura.,"""장비 까먹지 마.""","""Nie zapomnij o sprzęcie.""","""Não esqueça o nosso equipamento.""",Не забудь оборудование.,Nezabudni na prístroj.,Malzemeleri unutma.,“别忘了仪器。”,Не забудь обладнання.,…どういたしまして。
Map038_EV005_Page1_13_ShowText_NameBox,ดอกเตอร์โรสลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ワッツ
Map038_EV005_Page1_14_ShowText,เฮ้ \\.อุปกรณ์ยังอยู่ในรถนะ,"""Hey, \\.die Ausrüstung ist noch im Wagen.""","Hey, \\.el equipo aún está en el coche.","Hé, \\.le matériel est toujours dans la voiture.","Ehi, l'attrezzatura è ancora in macchina.","""야, \\.장비 차에 있으니까 챙겨.""","""Hej, \\.sprzęt nadal jest w samochodzie.""","""Ei, \\.nosso equipamento ainda está no carro.""","Эй, \\.оборудование ещё в машине.","Hej, \\.prístroj je stále v aute.","Hey, \\.malzemeler hala arabada.",“嘿，\\.仪器还在车里。”,"Агов, \\.обладнання все ще в авто.",機材を忘れてるわよ。
Map038_EV005_Page1_14_ShowText_NameBox,ดอกเตอร์โรสลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map038_EV006_Page3_0_ShowText,รถโคตรร้อนแรง,Eine brandheiße Karre.,Un flamante automóvil. ,La voiture fume encore.,Un'auto aziendale nuova fiammante. ,연기나는 뜨거워진 자동차.,Uderzająco świetny samochód. ,O carro quente do momento.,Дымящийся автомобиль. ,Dymiace auto. ,Ateşli bir araba. ,一辆冒着烟的发烫的车。,Задимлений автомобіль.,煙が上がっている
Map038_EV006_Page3_1_ShowText,รถโคตรร้อนแรง,Eine brandheiße Karre.,Un flamante automóvil. ,La voiture fume encore.,Un'auto aziendale nuova fiammante. ,연기나는 뜨거워진 자동차.,Uderzająco świetny samochód. ,O carro quente do momento.,Дымящийся автомобиль. ,Dymiace auto. ,Ateşli bir araba. ,一辆冒着烟的发烫的车。,Задимлений автомобіль.,煙が上がっている
Map038_EV006_Page3_2_ShowText,รถโคตรร้อนแรง,Eine <i>brand-'</i>heiße Karre.,Un <i>llameante</i> automóvil. ,La voiture fume encore.,Un'auto aziendale nuova <i>fiammante</i>. ,<i>연기나는</i> 뜨거워진 자동차.,<i>Uderzająco</i> świetny samochód. ,O carro <i>quente</i> do momento. ,<i>Дымящийся</i> автомобиль. ,Dymiace auto. ,<i>Ateşli</i> bir araba. ,一辆<i>冒着烟的</i> 发烫的车。,<i>Задимлений</i> автомобіль.,煙が上がっている
Map038_EV006_Page4_0_ShowText,อย่างน้อยมันก็หยุดควันแล้ว...,( Wenigstens hat es aufgehört zu qualmen. . . ),( Al menos ha dejado de echar humo. . . ),"(Au moins, elle ne fume plus...)","( Ora ha smesso di fumare, almeno. . . )",( 그래도 이제 연기는 안 나는군. . . ),( Przynajmniej przestał dymić. . . ),( Pelo menos a fumaça parou. . . ),"( По крайней мере, перестал дымиться. . . )",( Aspoň už prestalo dymiť. . . ),( En azından dumanlar kesilmiş. . . ),（ 至少它不再冒烟了…… ）,( Принаймні перестало диміти… ),（煙は、おさまったみたいね…）
Map038_EV006_Page4_0_ShowText_NameBox,ดร.โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map038_EV006_Page6_0_ShowText,ค่าเบี้ยประกันนี่คงปวดหัวแน่,( Der Versicherungsaufschlag wird verdammt wehtun. ),( A la compañía de seguros no le va a gustar nada. ),(La franchise d’assurance va faire mal.),( La compagnia assicurativa farà un sacco di storie. . . ),( 보험금 타려면 절차 좀 복잡하겠는걸. ),( Rozmowa z ubezpieczycielem będzie wesoła. ),( Vai ser um saco conseguir que o seguro cubra. ),( Теперь ещё со страховкой замучаешся. ),( Nárast poistky zabolí. ),( Sigorta işi bizi çok uğraştıracak. ),（ 保险公司赔大了。）,( Владнання справ зі страховою буде ще тим головним болем. ),（保険料の値上がり、覚悟しないと…）
Map038_EV006_Page6_0_ShowText_NameBox,ดร.โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map038_EV007_Page3_0_ShowText,รถที่ร้อนแรงสุดๆ,Eine brandheiße Karre.,Un flamante automóvil. ,La voiture fume encore.,Un'auto aziendale nuova fiammante. ,연기나는 뜨거워진 자동차. ,Uderzająco świetny samochód. ,O carro quente do momento.,Дымящийся автомобиль. ,Dymiace auto. ,Ateşli bir araba. ,一辆冒着烟的发烫的车。,Задимлений автомобіль.,煙が上がっている
Map038_EV007_Page3_1_ShowText,รถที่ร้อนแรงสุดๆ,Eine brandheiße Karre.,Un flamante automóvil. ,La voiture fume encore.,Un'auto aziendale nuova fiammante. ,연기나는 뜨거워진 자동차.,Uderzająco świetny samochód. ,O carro quente do momento.,Дымящийся автомобиль. ,Dymiace auto. ,Ateşli bir araba. ,一辆冒着烟的发烫的车。,Задимлений автомобіль.,煙が上がっている
